locality,zone,bhk,total_sqft,bathrooms,balconies,age_years,floor_no,total_floors,property_type,amenities_score,parking,distance_to_it_park_km,price_lakhs
Undri,Outskirts,1,682.5,2,3.0,12,20,25,Apartment,1,1,9.8,33.43
Wagholi,Outskirts,2,1169.2,2,2.0,8,15,17,Apartment,2,1,4.5,65.8
Kharadi,IT Corridor,2,1458.6,2,1.0,5,4,5,Apartment,1,0,4.7,199.13
Kharadi,IT Corridor,2,1193.7,3,0.0,5,7,9,Apartment,5,1,8.0,178.28
Kalyani Nagar,Premium West,2,980.0,2,1.0,5,3,26,Apartment,0,1,5.7,165.93
Bavdhan,Mid-tier,2,1202.3,3,2.0,0,2,5,Apartment,5,1,4.6,143.7
Swargate,Central,3,1742.2,3,2.0,5,6,27,Apartment,1,1,1.9,120.52
Aundh,Premium West,3,1924.0,3,2.0,12,1,3,Apartment,3,1,9.6,232.45
Kharadi,IT Corridor,3,1703.9,4,1.0,5,4,25,Builder Floor,1,0,2.6,228.41
Balewadi,IT Corridor,3,1804.2,3,0.0,8,3,6,Apartment,4,1,7.0,267.38
Moshi,Outskirts,1,669.9,1,1.0,8,3,24,Apartment,1,1,1.8,43.94
Kalyani Nagar,Premium West,2,1310.1,2,2.0,3,5,5,Apartment,0,0,3.4,262.07
Sinhgad Road,Outskirts,2,1105.8,3,3.0,18,9,19,Apartment,5,0,11.3,76.21
Kharadi,IT Corridor,3,1445.5,3,2.0,0,4,21,Villa,0,0,8.3,216.94
Boat Club Road,Premium West,2,1053.9,2,0.0,8,11,19,Apartment,2,1,2.1,193.79
Swargate,Central,3,1307.8,3,1.0,1,2,5,Apartment,3,0,5.8,146.92
Ravet,Mid-tier,2,805.9,2,1.0,5,23,28,Apartment,5,1,12.1,60.63
Viman Nagar,IT Corridor,1,572.8,1,0.0,1,4,25,Apartment,0,1,7.7,80.03
Boat Club Road,Premium West,2,1021.2,2,2.0,5,2,4,Villa,3,1,4.5,305.17
Kalyani Nagar,Premium West,4,2338.3,4,1.0,1,7,10,Apartment,0,1,8.2,681.1
Balewadi,IT Corridor,5,2612.3,5,2.0,2,2,11,Apartment,1,1,7.1,339.01
Narhe,Outskirts,2,1232.6,2,1.0,0,14,19,Apartment,4,1,4.1,84.51
Kalyani Nagar,Premium West,2,1060.6,3,2.0,8,2,6,Apartment,5,1,4.7,165.23
Chinchwad,Outskirts,2,949.7,3,0.0,3,9,10,Apartment,0,1,10.0,55.72
Hadapsar,Outskirts,3,1397.3,3,1.0,1,3,9,Apartment,5,1,1.0,145.85
Balewadi,IT Corridor,4,1934.7,4,1.0,8,11,24,Apartment,1,0,4.4,226.21
Kalyani Nagar,Premium West,2,898.3,2,1.0,18,6,15,Apartment,2,0,5.5,149.2
Sinhgad Road,Outskirts,4,1691.8,4,1.0,18,6,14,Apartment,1,1,8.2,101.51
Wagholi,Outskirts,3,1844.5,4,2.0,12,2,13,Builder Floor,2,1,0.0,91.51
Undri,Outskirts,3,1449.2,3,1.0,1,3,5,Builder Floor,5,1,7.5,79.99
Balewadi,IT Corridor,3,1711.7,3,1.0,12,25,25,Apartment,5,1,7.6,147.9
Magarpatta,Mid-tier,2,991.6,2,1.0,0,2,4,Apartment,0,1,7.9,89.43
Aundh,Premium West,5,3145.3,5,0.0,12,11,17,Apartment,5,0,7.6,550.27
Moshi,Outskirts,2,1086.8,3,1.0,2,3,3,Apartment,1,1,12.0,59.85
Narhe,Outskirts,3,1589.3,4,1.0,3,4,21,Apartment,2,0,9.7,77.94
Magarpatta,Mid-tier,2,933.3,2,2.0,12,9,19,Apartment,0,1,9.9,87.98
Aundh,Premium West,5,2651.5,5,0.0,2,19,25,Builder Floor,5,1,0.2,484.95
Hinjewadi,Mid-tier,2,940.9,2,,0,7,21,Apartment,3,1,3.2,93.78
NIBM Road,Outskirts,4,2220.6,4,2.0,5,2,3,Apartment,0,1,9.7,186.12
Moshi,Outskirts,4,2473.9,4,3.0,12,2,10,Apartment,3,1,11.2,142.45
Koregaon Park,Premium West,3,1660.7,4,0.0,2,19,21,Apartment,2,1,8.4,461.3
Bavdhan,Mid-tier,4,1731.9,5,2.0,18,23,23,Apartment,3,1,8.5,184.54
Kondhwa,Outskirts,3,1611.4,3,2.0,3,10,23,Apartment,2,1,1.5,141.48
Narhe,Outskirts,2,837.3,2,1.0,5,13,14,Apartment,4,1,3.7,52.8
Kalyani Nagar,Premium West,3,1728.9,3,1.0,5,6,13,Apartment,3,1,7.2,319.52
Hinjewadi,Mid-tier,2,1259.0,2,1.0,2,15,23,Apartment,0,1,12.3,103.53
Magarpatta,Mid-tier,3,1510.2,3,1.0,2,3,4,Apartment,4,1,4.8,197.42
Kalyani Nagar,Premium West,1,647.6,1,2.0,5,3,16,Apartment,2,0,11.2,112.05
Shivaji Nagar,Central,3,1448.3,3,,0,11,29,Apartment,0,1,6.9,139.52
Narayan Peth,Central,2,1098.8,3,0.0,18,1,15,Apartment,1,1,2.5,86.92
Bavdhan,Mid-tier,3,1220.2,4,2.0,1,5,7,Apartment,0,1,4.1,124.97
Boat Club Road,Premium West,2,959.3,2,2.0,25,6,21,Apartment,0,1,2.8,127.44
Baner,Premium West,2,1282.6,3,1.0,2,4,6,Apartment,1,1,0.7,195.5
Kalyani Nagar,Premium West,3,1588.8,3,2.0,3,2,8,Apartment,4,1,3.4,323.05
Magarpatta,Mid-tier,2,1149.2,2,2.0,1,4,18,Builder Floor,1,1,14.2,94.15
Shivaji Nagar,Central,3,1928.4,3,1.0,3,17,22,Apartment,5,1,2.8,190.72
Ravet,Mid-tier,2,1215.8,2,,18,12,18,Apartment,3,1,0.3,82.52
Narayan Peth,Central,2,1003.7,3,0.0,12,8,23,Apartment,5,1,9.5,65.88
Somwar Peth,Central,2,947.1,3,1.0,3,1,3,Apartment,4,1,11.8,68.09
Wakad,Mid-tier,3,1832.2,4,1.0,5,0,3,Apartment,3,1,12.5,143.38
Viman Nagar,IT Corridor,3,1973.0,4,0.0,8,4,5,Apartment,2,1,2.1,232.22
Undri,Outskirts,3,1573.5,4,0.0,2,17,20,Apartment,3,0,11.0,107.23
Koregaon Park,Premium West,5,3417.0,5,1.0,12,14,16,Apartment,2,1,9.1,800.99
Swargate,Central,1,695.8,1,3.0,3,14,21,Builder Floor,3,1,1.7,40.16
Kondhwa,Outskirts,2,868.0,2,3.0,8,12,12,Apartment,3,0,11.6,57.32
Narayan Peth,Central,5,2364.9,6,0.0,8,2,3,Apartment,0,0,6.4,173.91
Shivaji Nagar,Central,2,1170.7,2,1.0,8,13,17,Apartment,5,1,7.3,94.43
Viman Nagar,IT Corridor,1,604.0,2,1.0,8,1,12,Apartment,5,1,9.7,59.59
Koregaon Park,Premium West,2,1065.5,2,1.0,8,3,3,Apartment,5,0,6.5,206.24
Ravet,Mid-tier,2,1281.5,2,1.0,8,19,22,Apartment,2,0,9.5,84.8
Magarpatta,Mid-tier,2,1116.0,3,2.0,3,2,5,Apartment,4,1,0.4,115.11
Shivaji Nagar,Central,3,1490.1,3,2.0,3,6,14,Apartment,5,0,12.3,116.85
Aundh,Premium West,1,540.9,1,2.0,5,12,22,Apartment,2,1,2.8,72.8
Kondhwa,Outskirts,3,1168.0,3,2.0,12,2,3,Apartment,2,0,11.9,46.86
Viman Nagar,IT Corridor,3,1192.8,3,1.0,2,7,27,Apartment,4,1,7.1,185.03
Bavdhan,Mid-tier,2,1186.2,2,2.0,8,4,9,Apartment,0,1,1.9,96.82
Wagholi,Outskirts,4,2833.2,4,2.0,1,25,27,Apartment,2,0,6.2,224.73
Somwar Peth,Central,3,1737.0,3,0.0,5,6,7,Apartment,1,0,10.7,123.32
Hadapsar,Outskirts,3,1447.7,3,2.0,5,0,14,Builder Floor,1,1,5.2,86.2
Baner,Premium West,5,3116.4,6,2.0,2,7,7,Apartment,1,0,7.8,652.3
Somwar Peth,Central,2,939.8,3,3.0,1,9,17,Apartment,5,0,4.3,72.72
Ravet,Mid-tier,2,1184.8,2,1.0,0,13,21,Apartment,1,0,7.2,99.71
Kondhwa,Outskirts,1,690.2,2,1.0,0,1,13,Apartment,0,1,4.5,47.28
Shivaji Nagar,Central,5,2345.1,5,2.0,25,15,25,Builder Floor,2,1,2.9,150.49
Swargate,Central,3,1572.2,3,1.0,3,15,26,Villa,0,1,2.0,135.78
Baner,Premium West,2,1206.8,2,2.0,2,8,8,Apartment,4,0,13.0,231.53
Kiwale,Outskirts,2,1152.3,3,0.0,3,10,21,Apartment,3,1,10.8,92.77
Bavdhan,Mid-tier,3,1645.1,3,1.0,2,0,23,Villa,5,0,4.4,195.12
Sinhgad Road,Outskirts,1,631.8,1,0.0,5,2,5,Apartment,5,1,5.1,51.51
Koregaon Park,Premium West,2,1297.5,2,2.0,3,1,3,Apartment,4,0,2.3,219.25
Pashan,Premium West,5,2768.3,5,0.0,8,11,29,Apartment,2,1,9.5,458.41
Undri,Outskirts,2,1146.6,2,1.0,3,10,19,Apartment,2,1,6.5,85.68
NIBM Road,Outskirts,1,713.5,2,2.0,2,6,25,Apartment,0,1,15.4,60.57
Viman Nagar,IT Corridor,3,2005.4,3,1.0,3,4,16,Apartment,2,0,5.1,274.85
NIBM Road,Outskirts,2,1085.0,3,1.0,5,21,28,Apartment,5,0,3.9,92.6
Wagholi,Outskirts,2,1211.6,2,1.0,25,4,25,Builder Floor,2,1,6.6,46.7
Moshi,Outskirts,3,1519.8,3,1.0,2,12,26,Apartment,3,1,11.6,83.94
Camp,Central,3,1395.1,3,1.0,5,8,26,Apartment,4,1,7.1,127.85
Kondhwa,Outskirts,3,1247.0,3,3.0,5,2,3,Apartment,3,1,4.7,86.57
NIBM Road,Outskirts,3,1638.3,3,2.0,25,13,24,Apartment,5,1,5.6,103.72
Hadapsar,Outskirts,2,1065.1,3,2.0,12,16,21,Apartment,0,0,2.7,69.14
Shivaji Nagar,Central,1,675.3,1,2.0,2,8,25,Apartment,5,1,9.4,47.56
Wagholi,Outskirts,1,664.5,2,2.0,5,1,12,Apartment,2,1,2.8,32.36
Hinjewadi,Mid-tier,1,768.4,1,1.0,5,12,22,Apartment,1,1,9.7,59.62
Kiwale,Outskirts,2,953.2,2,3.0,2,7,23,Apartment,3,1,3.0,72.06
Boat Club Road,Premium West,3,1539.1,3,1.0,2,2,9,Apartment,5,0,6.9,279.93
Kharadi,IT Corridor,2,1042.3,2,1.0,1,3,17,Apartment,2,0,2.8,166.1
Kondhwa,Outskirts,3,1910.7,3,1.0,1,8,17,Builder Floor,1,1,8.3,176.99
Wagholi,Outskirts,2,760.7,2,2.0,5,3,23,Apartment,1,1,5.8,40.14
Hadapsar,Outskirts,2,839.1,2,2.0,12,5,5,Builder Floor,2,1,1.1,43.92
Chinchwad,Outskirts,1,752.9,2,1.0,18,0,24,Apartment,5,1,2.3,40.99
Kharadi,IT Corridor,3,1695.4,4,1.0,2,1,16,Villa,4,1,11.4,346.51
Hadapsar,Outskirts,3,1771.6,3,2.0,3,18,20,Apartment,1,1,1.7,121.39
Kiwale,Outskirts,3,1300.8,3,1.0,3,12,17,Apartment,2,1,7.1,86.7
Shivaji Nagar,Central,1,721.7,2,2.0,2,15,24,Apartment,4,1,2.6,82.04
Aundh,Premium West,1,474.1,1,1.0,8,1,26,Apartment,4,1,10.9,50.27
Viman Nagar,IT Corridor,2,995.8,2,2.0,2,19,19,Apartment,0,0,6.8,104.06
Balewadi,IT Corridor,2,1089.2,2,1.0,8,13,23,Apartment,5,0,8.2,121.12
Kiwale,Outskirts,2,1106.6,2,0.0,2,12,14,Apartment,3,1,12.0,89.22
Koregaon Park,Premium West,3,1356.3,4,2.0,12,3,14,Apartment,2,1,6.4,257.02
Kondhwa,Outskirts,3,1295.1,4,1.0,3,1,8,Villa,1,1,4.1,123.33
Kalyani Nagar,Premium West,4,2161.2,5,1.0,3,14,29,Villa,1,1,1.4,425.33
Camp,Central,4,2015.7,5,0.0,1,7,9,Builder Floor,0,1,6.5,147.24
Kharadi,IT Corridor,1,496.2,2,3.0,5,12,14,Apartment,2,1,11.4,68.96
Balewadi,IT Corridor,3,1630.2,4,2.0,18,0,8,Apartment,1,0,3.9,141.31
Wakad,Mid-tier,2,921.6,2,2.0,12,1,29,Apartment,4,1,7.5,65.52
Moshi,Outskirts,3,1286.9,3,2.0,1,2,27,Apartment,3,1,5.7,104.75
Chinchwad,Outskirts,3,1113.9,3,2.0,1,0,3,Apartment,4,1,9.2,89.75
Camp,Central,3,1597.8,4,2.0,25,3,9,Apartment,0,1,6.8,87.19
Swargate,Central,3,1491.3,3,1.0,1,4,5,Apartment,2,0,8.0,140.92
Kondhwa,Outskirts,3,1732.7,4,1.0,3,16,16,Apartment,2,1,12.1,128.95
Ravet,Mid-tier,3,1406.8,4,2.0,0,12,27,Apartment,4,0,2.7,126.64
Swargate,Central,2,1026.0,3,2.0,12,13,24,Apartment,2,1,7.0,77.43
Narhe,Outskirts,2,1159.1,3,2.0,1,1,13,Apartment,0,1,8.0,82.19
Kondhwa,Outskirts,2,997.7,2,1.0,5,10,23,Apartment,0,0,11.3,60.67
Undri,Outskirts,3,1371.8,3,1.0,8,6,20,Apartment,3,1,3.3,79.19
Narhe,Outskirts,2,1083.9,2,1.0,5,10,22,Apartment,3,0,0.7,64.57
Kharadi,IT Corridor,2,970.4,2,,8,2,5,Apartment,1,1,4.8,141.3
Hadapsar,Outskirts,2,960.2,2,2.0,3,14,23,Apartment,4,0,2.6,92.99
Wagholi,Outskirts,3,1666.2,4,1.0,3,3,6,Apartment,3,1,7.6,117.82
Boat Club Road,Premium West,2,842.7,2,2.0,2,5,14,Apartment,4,1,8.9,129.75
Swargate,Central,3,1548.3,4,2.0,12,1,14,Apartment,1,1,2.1,126.78
Narayan Peth,Central,3,1491.6,3,2.0,0,14,15,Apartment,5,1,5.4,139.57
Viman Nagar,IT Corridor,2,1378.6,3,2.0,1,9,17,Apartment,2,1,0.1,190.48
Hinjewadi,Mid-tier,1,705.0,1,2.0,8,27,27,Apartment,1,0,0.1,64.04
Koregaon Park,Premium West,2,1261.8,2,,5,3,10,Apartment,4,0,11.5,243.64
Kiwale,Outskirts,3,1441.5,3,2.0,8,11,16,Apartment,2,1,3.5,77.42
Camp,Central,2,1028.0,2,3.0,8,16,22,Apartment,5,1,11.3,84.73
Balewadi,IT Corridor,3,1625.8,4,3.0,5,8,28,Apartment,5,1,2.1,218.97
Kondhwa,Outskirts,2,878.7,2,1.0,0,1,11,Apartment,4,0,3.3,64.44
Koregaon Park,Premium West,4,1888.0,4,2.0,12,1,4,Apartment,1,0,5.2,393.42
Shivaji Nagar,Central,4,1998.0,4,2.0,8,5,7,Apartment,4,1,2.8,206.82
Balewadi,IT Corridor,4,2042.3,4,3.0,5,9,11,Apartment,2,1,2.1,273.58
Swargate,Central,2,924.9,2,1.0,18,0,10,Apartment,0,0,11.1,65.53
Camp,Central,2,1102.2,2,2.0,2,10,26,Apartment,4,1,11.5,83.28
Moshi,Outskirts,2,1187.0,3,2.0,25,4,5,Builder Floor,1,1,5.2,52.22
Narhe,Outskirts,2,1292.9,2,2.0,5,7,10,Apartment,0,1,2.2,87.9
Bavdhan,Mid-tier,3,1495.1,3,2.0,2,1,21,Apartment,3,1,11.0,140.22
Hinjewadi,Mid-tier,2,938.2,2,2.0,1,5,26,Apartment,1,1,9.4,79.51
Koregaon Park,Premium West,2,1034.8,2,2.0,1,10,14,Apartment,5,1,8.2,254.86
Kalyani Nagar,Premium West,2,1012.9,2,0.0,0,6,11,Apartment,4,1,9.2,217.07
Swargate,Central,3,1566.9,3,0.0,12,5,8,Apartment,2,1,12.8,122.67
Kiwale,Outskirts,3,1264.9,3,1.0,12,0,6,Apartment,4,1,8.9,62.8
Kalyani Nagar,Premium West,2,932.5,2,1.0,0,7,7,Apartment,1,1,11.3,169.32
Kothrud,IT Corridor,3,1157.0,3,2.0,5,11,16,Apartment,0,1,12.0,96.58
Magarpatta,Mid-tier,2,671.4,2,1.0,1,18,26,Apartment,3,0,3.0,84.02
Swargate,Central,2,1091.2,3,2.0,3,7,16,Apartment,0,1,3.2,66.13
Bavdhan,Mid-tier,2,1113.7,3,2.0,2,10,24,Apartment,4,1,3.1,117.04
Kiwale,Outskirts,3,1576.4,3,1.0,18,12,19,Apartment,2,1,10.5,72.11
Shivaji Nagar,Central,2,1205.9,2,2.0,12,10,20,Apartment,3,0,7.6,97.39
Wakad,Mid-tier,1,516.7,1,2.0,12,10,14,Apartment,1,1,5.3,39.89
Kondhwa,Outskirts,1,551.4,2,1.0,0,3,17,Apartment,0,1,7.0,37.79
Undri,Outskirts,1,519.0,2,2.0,8,5,23,Villa,3,1,4.4,37.04
Kalyani Nagar,Premium West,3,1554.2,4,1.0,2,28,29,Apartment,5,1,9.8,291.37
Kiwale,Outskirts,3,1156.6,3,2.0,8,11,17,Apartment,4,1,7.9,78.48
Shivaji Nagar,Central,3,1512.6,3,0.0,5,15,22,Villa,2,1,10.3,191.71
Kharadi,IT Corridor,2,1104.0,3,1.0,5,22,28,Apartment,1,1,5.5,148.62
Boat Club Road,Premium West,2,809.6,2,1.0,2,1,11,Apartment,1,0,4.0,144.12
Somwar Peth,Central,2,961.1,3,2.0,2,11,15,Apartment,3,0,4.8,87.69
Undri,Outskirts,3,1289.4,3,2.0,8,9,19,Builder Floor,4,0,6.6,59.18
Hinjewadi,Mid-tier,3,1625.0,4,2.0,25,4,10,Apartment,4,1,6.1,121.85
Wagholi,Outskirts,1,511.3,1,1.0,3,25,28,Apartment,1,1,7.5,32.51
Ravet,Mid-tier,2,1211.9,2,2.0,2,23,23,Apartment,4,1,11.8,104.76
Narayan Peth,Central,2,1043.2,3,1.0,12,27,28,Apartment,0,1,1.3,75.68
Wakad,Mid-tier,1,715.0,1,0.0,1,3,3,Apartment,5,0,4.2,66.61
Kondhwa,Outskirts,2,1078.9,3,1.0,1,4,13,Apartment,2,1,6.1,65.2
Camp,Central,2,935.6,2,2.0,25,4,4,Builder Floor,0,1,8.8,42.01
Kharadi,IT Corridor,3,1476.4,4,2.0,1,10,18,Apartment,2,1,10.5,243.18
Chinchwad,Outskirts,3,1532.2,4,2.0,12,0,8,Apartment,0,0,10.3,65.11
Viman Nagar,IT Corridor,1,699.9,1,2.0,2,2,20,Builder Floor,5,1,5.7,67.89
Kondhwa,Outskirts,3,1573.6,3,0.0,0,11,25,Apartment,1,0,9.2,98.22
Kalyani Nagar,Premium West,2,896.1,2,1.0,5,8,21,Villa,0,1,9.3,197.55
Bavdhan,Mid-tier,2,1131.0,3,1.0,5,7,10,Builder Floor,0,1,13.2,107.31
Sinhgad Road,Outskirts,3,1726.3,3,1.0,0,4,5,Builder Floor,3,0,0.7,138.21
Swargate,Central,5,3096.2,6,3.0,0,9,11,Builder Floor,5,1,13.4,214.4
Kondhwa,Outskirts,3,1389.6,3,2.0,1,28,29,Apartment,4,1,2.8,111.62
NIBM Road,Outskirts,1,315.5,1,3.0,18,1,10,Villa,1,1,11.1,19.63
Shivaji Nagar,Central,2,920.5,2,1.0,0,0,11,Apartment,1,1,0.9,68.28
Kiwale,Outskirts,4,2403.8,4,2.0,3,23,28,Apartment,0,1,2.7,139.41
Magarpatta,Mid-tier,2,966.8,2,1.0,0,4,8,Apartment,4,1,5.9,90.18
Boat Club Road,Premium West,3,1325.2,4,0.0,2,2,5,Apartment,4,0,6.1,227.53
Magarpatta,Mid-tier,2,986.0,2,1.0,3,17,17,Apartment,5,1,0.6,103.35
Kondhwa,Outskirts,3,1461.5,4,0.0,3,14,18,Apartment,0,1,5.4,118.39
Undri,Outskirts,3,1986.9,3,2.0,18,24,28,Builder Floor,5,1,5.0,121.52
Boat Club Road,Premium West,2,1005.1,3,2.0,8,16,21,Apartment,0,1,6.3,168.36
Baner,Premium West,2,886.6,2,1.0,8,7,10,Builder Floor,1,1,16.0,116.7
Undri,Outskirts,2,732.8,2,1.0,2,16,29,Apartment,2,1,5.9,54.97
Moshi,Outskirts,2,1223.4,2,1.0,8,5,12,Apartment,4,0,9.7,87.33
Boat Club Road,Premium West,2,870.8,2,2.0,8,15,28,Apartment,5,1,4.5,172.86
Ravet,Mid-tier,1,564.5,1,2.0,5,12,13,Apartment,0,0,5.6,33.67
Baner,Premium West,3,2095.5,3,0.0,2,13,27,Apartment,2,0,12.9,393.46
Camp,Central,3,1213.4,3,3.0,2,10,10,Apartment,4,1,12.2,90.64
Viman Nagar,IT Corridor,1,563.7,2,2.0,1,5,28,Apartment,5,1,1.2,66.29
Aundh,Premium West,2,1099.7,3,2.0,1,1,17,Builder Floor,0,0,7.3,184.23
Kharadi,IT Corridor,1,580.7,1,0.0,0,19,20,Apartment,3,1,11.8,65.24
Wagholi,Outskirts,2,1140.5,2,3.0,8,12,14,Apartment,1,0,3.6,68.78
Magarpatta,Mid-tier,2,835.3,2,2.0,2,8,10,Villa,2,1,7.0,137.76
Somwar Peth,Central,2,1063.2,2,1.0,5,12,14,Apartment,3,1,6.0,101.36
Kalyani Nagar,Premium West,2,1200.0,2,2.0,2,4,15,Apartment,1,1,5.8,270.17
Sinhgad Road,Outskirts,2,1302.9,2,1.0,5,4,6,Apartment,4,0,0.2,72.77
Undri,Outskirts,1,643.3,1,,5,3,3,Apartment,2,1,7.3,46.02
Baner,Premium West,2,1128.5,2,1.0,5,24,26,Apartment,0,1,10.7,216.43
Narhe,Outskirts,2,922.0,2,1.0,2,22,22,Apartment,4,1,4.5,63.49
Viman Nagar,IT Corridor,3,1272.6,4,2.0,8,9,16,Builder Floor,0,1,9.0,121.27
Camp,Central,2,1198.7,2,0.0,25,4,8,Apartment,3,0,7.8,59.69
Pashan,Premium West,3,1462.4,3,0.0,18,26,28,Builder Floor,2,1,9.6,153.3
NIBM Road,Outskirts,4,1570.7,4,2.0,3,17,18,Apartment,1,1,5.5,137.88
Undri,Outskirts,1,575.4,2,3.0,8,4,20,Builder Floor,2,1,2.8,25.5
Bavdhan,Mid-tier,3,1709.8,3,2.0,1,1,27,Apartment,4,1,4.7,229.16
Viman Nagar,IT Corridor,2,973.4,2,2.0,8,0,3,Apartment,3,1,8.4,132.99
Kothrud,IT Corridor,3,1384.2,4,1.0,3,17,24,Apartment,5,1,3.6,185.78
Wagholi,Outskirts,3,1438.1,3,2.0,8,10,17,Apartment,1,0,5.2,85.16
Swargate,Central,4,1762.5,5,2.0,3,3,20,Apartment,1,1,10.1,123.05
Hinjewadi,Mid-tier,2,1143.4,2,1.0,5,21,26,Builder Floor,2,1,4.9,81.54
Boat Club Road,Premium West,4,2039.5,4,1.0,2,4,6,Apartment,3,1,2.6,443.43
Wakad,Mid-tier,1,583.4,2,1.0,8,2,9,Apartment,1,1,8.5,41.82
Kiwale,Outskirts,2,999.3,2,2.0,3,7,23,Apartment,4,1,10.3,63.01
Kondhwa,Outskirts,4,2300.9,4,1.0,0,2,22,Apartment,2,0,7.1,157.35
Bavdhan,Mid-tier,2,787.0,3,2.0,25,8,20,Apartment,5,1,9.8,52.86
NIBM Road,Outskirts,2,1101.2,3,3.0,5,1,28,Apartment,2,1,9.4,78.41
Swargate,Central,2,1361.8,2,1.0,1,12,18,Apartment,4,0,8.0,86.97
Ravet,Mid-tier,2,1181.5,2,2.0,5,4,9,Apartment,4,1,7.9,85.22
Boat Club Road,Premium West,2,643.4,2,1.0,1,15,20,Apartment,3,1,2.5,160.69
Hadapsar,Outskirts,3,1359.5,3,1.0,2,28,28,Builder Floor,1,1,8.4,113.63
Somwar Peth,Central,3,1373.7,4,0.0,5,1,9,Apartment,4,1,9.3,104.36
Camp,Central,2,932.5,2,1.0,3,0,3,Villa,3,1,0.7,114.4
Kalyani Nagar,Premium West,1,555.4,1,1.0,2,6,18,Apartment,2,0,3.4,88.25
Chinchwad,Outskirts,2,1194.7,2,1.0,0,8,17,Apartment,1,1,7.1,90.91
Wagholi,Outskirts,1,624.6,2,1.0,1,0,4,Apartment,3,1,3.2,36.85
Wakad,Mid-tier,2,991.6,3,0.0,25,5,28,Apartment,4,0,1.9,67.53
Shivaji Nagar,Central,4,1984.5,4,2.0,3,13,17,Apartment,5,1,9.6,210.17
Narhe,Outskirts,3,1335.2,3,2.0,8,4,5,Apartment,2,1,4.2,111.06
Narhe,Outskirts,4,1429.8,4,1.0,12,1,12,Apartment,2,1,11.1,100.1
NIBM Road,Outskirts,1,553.3,1,1.0,3,24,25,Apartment,5,1,2.6,47.34
Swargate,Central,3,1389.9,4,2.0,5,10,16,Builder Floor,1,1,8.9,99.75
Narayan Peth,Central,3,1670.8,3,2.0,1,7,24,Apartment,5,1,8.0,191.32
Kharadi,IT Corridor,4,1893.6,5,3.0,3,4,6,Villa,5,0,12.7,398.22
Narayan Peth,Central,2,1033.5,2,3.0,8,21,22,Apartment,4,1,5.7,98.08
Magarpatta,Mid-tier,2,1067.6,2,1.0,8,5,24,Apartment,0,0,1.5,99.57
Kalyani Nagar,Premium West,3,1690.7,4,2.0,25,19,20,Apartment,3,1,6.1,204.84
Aundh,Premium West,3,1294.6,4,2.0,1,4,16,Builder Floor,2,1,7.1,253.27
Aundh,Premium West,3,1405.2,4,1.0,5,11,14,Apartment,4,0,2.2,187.35
Swargate,Central,3,1177.1,3,2.0,2,1,6,Apartment,4,1,2.8,107.54
Somwar Peth,Central,2,858.7,2,1.0,2,2,21,Apartment,1,1,9.3,79.02
Chinchwad,Outskirts,3,1615.4,3,1.0,12,7,9,Apartment,2,0,0.2,120.65
Moshi,Outskirts,2,1000.9,3,1.0,12,2,22,Villa,5,1,1.0,67.04
Pashan,Premium West,2,1008.1,2,0.0,8,7,17,Builder Floor,3,1,3.3,138.05
Magarpatta,Mid-tier,4,2088.0,4,3.0,18,13,24,Apartment,0,1,7.1,163.84
Kothrud,IT Corridor,2,1009.8,3,1.0,8,9,20,Apartment,3,1,9.4,97.2
Hadapsar,Outskirts,1,604.8,2,2.0,8,9,11,Apartment,5,0,4.5,57.68
Wagholi,Outskirts,1,413.4,1,1.0,2,2,20,Apartment,2,1,6.6,30.9
Wagholi,Outskirts,4,2305.4,5,1.0,2,19,22,Apartment,0,1,4.9,174.93
Baner,Premium West,3,1600.9,3,2.0,12,8,18,Apartment,5,1,3.5,250.57
Sinhgad Road,Outskirts,3,1448.9,3,,3,15,16,Apartment,5,1,9.5,120.15
Kondhwa,Outskirts,5,2820.3,5,2.0,5,11,24,Apartment,1,1,1.5,270.04
Bavdhan,Mid-tier,1,521.0,1,2.0,25,9,21,Apartment,4,0,2.0,40.49
Boat Club Road,Premium West,3,1216.0,4,2.0,5,13,24,Apartment,0,1,4.8,248.88
Wagholi,Outskirts,3,1681.5,3,1.0,1,1,8,Apartment,2,1,5.9,129.75
Moshi,Outskirts,4,1825.5,4,0.0,18,19,19,Villa,2,1,11.7,141.5
Balewadi,IT Corridor,3,1516.5,3,3.0,18,10,11,Builder Floor,5,1,8.5,188.06
Kharadi,IT Corridor,3,1474.7,3,1.0,2,1,22,Apartment,0,1,4.4,202.16
Magarpatta,Mid-tier,3,1673.4,3,2.0,0,11,13,Apartment,5,1,5.5,214.91
Viman Nagar,IT Corridor,1,564.8,2,3.0,18,0,3,Apartment,5,1,1.0,51.67
Bavdhan,Mid-tier,3,1617.1,4,1.0,1,11,12,Apartment,4,1,8.2,180.44
Magarpatta,Mid-tier,3,1396.1,4,2.0,2,14,24,Apartment,4,1,3.2,139.64
Viman Nagar,IT Corridor,2,1205.9,2,2.0,12,9,27,Apartment,3,1,6.4,123.13
Boat Club Road,Premium West,2,1051.8,2,0.0,0,2,5,Builder Floor,3,1,11.2,205.96
Hadapsar,Outskirts,3,1975.2,4,3.0,5,0,13,Builder Floor,4,1,7.5,149.89
Chinchwad,Outskirts,4,1552.9,4,2.0,3,11,18,Apartment,4,0,5.8,114.32
